loan_id,customer_id,loan_type,loan_amount
LOAN024992,CUST051407,BUSINESS,1868445
LOAN024993,CUST068782,CAR,990842
LOAN024994,CUST071156,HOME,4971911
LOAN024995,CUST030869,HOME,767679
LOAN024996,CUST049681,HOME,1064512
LOAN024997,CUST058973,PERSONAL,1904520
LOAN024998,CUST050399,HOME,1392279
LOAN024999,CUST048274,BUSINESS,2098948
LOAN025000,CUST075584,CAR,1547646
LOAN025001,CUST061914,CAR,1840945
LOAN025002,CUST003775,BUSINESS,4891386
LOAN025003,CUST048099,CAR,2745958
LOAN025004,CUST053983,PERSONAL,4040487
LOAN025005,CUST061662,BUSINESS,4853229
LOAN025006,CUST096727,HOME,2201364
LOAN025007,CUST040153,PERSONAL,4213904
LOAN025008,CUST048902,CAR,3735101
LOAN025009,CUST072771,PERSONAL,2987519
LOAN025010,CUST004549,HOME,784644
LOAN025011,CUST036985,PERSONAL,3400051
LOAN025012,CUST021093,CAR,630015
LOAN025013,CUST074550,PERSONAL,3536605
LOAN025014,CUST033338,PERSONAL,1978202
LOAN025015,CUST066373,CAR,4041301
LOAN025016,CUST037431,CAR,3682730
LOAN025017,CUST094238,PERSONAL,2296020
LOAN025018,CUST063309,PERSONAL,3490067
LOAN025019,CUST038453,PERSONAL,1404860
LOAN025020,CUST082166,CAR,2760795
LOAN025021,CUST022040,PERSONAL,3377239
LOAN025022,CUST087581,BUSINESS,3610859
LOAN025023,CUST050590,PERSONAL,889275
LOAN025024,CUST033099,PERSONAL,4259824
LOAN025025,CUST042784,BUSINESS,3785201
LOAN025026,CUST051701,PERSONAL,260086
LOAN025027,CUST057025,PERSONAL,2049638
LOAN025028,CUST008282,BUSINESS,951959
LOAN025029,CUST009575,CAR,1414472
LOAN025030,CUST075555,BUSINESS,2716870
LOAN025031,CUST051157,BUSINESS,1266686
LOAN025032,CUST084348,HOME,2986972
LOAN025033,CUST025173,HOME,2937825
LOAN025034,CUST067008,BUSINESS,4661192
LOAN025035,CUST081440,CAR,3897932
LOAN025036,CUST099822,PERSONAL,1929625
LOAN025037,CUST030454,BUSINESS,4856208
LOAN025038,CUST000539,PERSONAL,503838
LOAN025039,CUST069428,BUSINESS,3434466
LOAN025040,CUST075541,CAR,3599662
LOAN025041,CUST032827,CAR,4053294
LOAN025042,CUST070832,PERSONAL,2081714
LOAN025043,CUST016239,BUSINESS,1323255
LOAN025044,CUST007638,BUSINESS,4058873
LOAN025045,CUST026825,PERSONAL,3141383
LOAN025046,CUST050117,CAR,3158255
LOAN025047,CUST034975,PERSONAL,3956950
LOAN025048,CUST094398,CAR,2754302
LOAN025049,CUST007323,HOME,2408379
LOAN025050,CUST044501,CAR,3630903
LOAN025051,CUST016470,CAR,2030412
LOAN025052,CUST085294,BUSINESS,3628070
LOAN025053,CUST093560,PERSONAL,1525008
LOAN025054,CUST041986,BUSINESS,2314491
LOAN025055,CUST002668,PERSONAL,2495267
LOAN025056,CUST075494,HOME,161929
LOAN025057,CUST045318,HOME,4167619
LOAN025058,CUST051126,CAR,2132286
LOAN025059,CUST039886,CAR,4815083
LOAN025060,CUST044229,PERSONAL,517676
LOAN025061,CUST087390,HOME,3518740
LOAN025062,CUST017558,HOME,1091669
LOAN025063,CUST053686,HOME,3087494
LOAN025064,CUST052827,CAR,409121
LOAN025065,CUST008933,HOME,4222575
LOAN025066,CUST097621,BUSINESS,2476431
LOAN025067,CUST055736,CAR,1652360
LOAN025068,CUST010895,CAR,727837
LOAN025069,CUST014291,CAR,4978325
LOAN025070,CUST000463,BUSINESS,2563077
LOAN025071,CUST078721,CAR,2063681
LOAN025072,CUST072453,CAR,771025
LOAN025073,CUST003444,CAR,4043836
LOAN025074,CUST037831,CAR,1066195
LOAN025075,CUST006851,PERSONAL,451030
LOAN025076,CUST023361,BUSINESS,1757715
LOAN025077,CUST089855,BUSINESS,3474690
LOAN025078,CUST068518,HOME,2064467
LOAN025079,CUST074112,CAR,3466058
LOAN025080,CUST099129,PERSONAL,1990094
LOAN025081,CUST087594,HOME,3759602
LOAN025082,CUST017098,CAR,698701
LOAN025083,CUST078424,HOME,4526774
LOAN025084,CUST014943,CAR,4625620
LOAN025085,CUST031447,CAR,2560661
LOAN025086,CUST018990,PERSONAL,1179579
LOAN025087,CUST069539,PERSONAL,4704168
LOAN025088,CUST045110,CAR,3188376
LOAN025089,CUST038474,BUSINESS,3650729
LOAN025090,CUST069436,HOME,2200088
LOAN025091,CUST037218,BUSINESS,4610557
LOAN025092,CUST063460,BUSINESS,3198575
LOAN025093,CUST018197,HOME,2117362
LOAN025094,CUST078720,CAR,2919914
LOAN025095,CUST094241,HOME,1907282
LOAN025096,CUST004659,BUSINESS,1438753
LOAN025097,CUST080655,HOME,721353
LOAN025098,CUST056831,HOME,1646042
LOAN025099,CUST059801,CAR,2702620
LOAN025100,CUST055656,PERSONAL,1398794
LOAN025101,CUST068606,CAR,727066
LOAN025102,CUST048389,HOME,668946
LOAN025103,CUST010863,HOME,356238
LOAN025104,CUST049372,HOME,4043589
LOAN025105,CUST074661,BUSINESS,2877022
LOAN025106,CUST002937,HOME,4073399
LOAN025107,CUST023093,PERSONAL,4180600
LOAN025108,CUST070040,PERSONAL,1660310
LOAN025109,CUST096320,BUSINESS,3496101
LOAN025110,CUST019130,BUSINESS,2243000
LOAN025111,CUST077536,HOME,270801
LOAN025112,CUST021957,BUSINESS,3856710
LOAN025113,CUST003035,PERSONAL,1331692
LOAN025114,CUST035814,CAR,579144
LOAN025115,CUST023887,BUSINESS,3282634
LOAN025116,CUST014131,HOME,3668502
LOAN025117,CUST035517,BUSINESS,848467
LOAN025118,CUST099314,BUSINESS,150661
LOAN025119,CUST092363,BUSINESS,642361
LOAN025120,CUST001179,CAR,4993515
LOAN025121,CUST041675,CAR,4804559
LOAN025122,CUST084063,CAR,3033948
LOAN025123,CUST004717,BUSINESS,2456496
LOAN025124,CUST090728,BUSINESS,2336112
LOAN025125,CUST036982,BUSINESS,4086233
LOAN025126,CUST046774,HOME,3675544
LOAN025127,CUST073230,PERSONAL,4786256
LOAN025128,CUST003430,PERSONAL,785369
LOAN025129,CUST055862,CAR,4670303
LOAN025130,CUST017540,BUSINESS,4532293
LOAN025131,CUST095880,PERSONAL,2694210
LOAN025132,CUST024139,PERSONAL,1795274
LOAN025133,CUST069696,BUSINESS,1849389
LOAN025134,CUST022984,PERSONAL,2216029
LOAN025135,CUST008839,BUSINESS,963100
LOAN025136,CUST039407,HOME,416679
LOAN025137,CUST011868,HOME,4823668
LOAN025138,CUST010774,HOME,4801462
LOAN025139,CUST082503,HOME,100175
LOAN025140,CUST032693,PERSONAL,398410
LOAN025141,CUST083749,BUSINESS,3428377
LOAN025142,CUST039875,BUSINESS,955643
LOAN025143,CUST033956,PERSONAL,4516727
LOAN025144,CUST073872,HOME,4658277
LOAN025145,CUST016351,CAR,3251952
LOAN025146,CUST054355,PERSONAL,2062762
LOAN025147,CUST084083,HOME,4343553
LOAN025148,CUST000687,HOME,2562994
LOAN025149,CUST079986,BUSINESS,1133989
LOAN025150,CUST094351,HOME,4394958
LOAN025151,CUST001538,CAR,3520739
LOAN025152,CUST098942,BUSINESS,4362040
LOAN025153,CUST030760,PERSONAL,3090802
LOAN025154,CUST001735,HOME,2679980
LOAN025155,CUST050154,BUSINESS,1585962
LOAN025156,CUST095197,BUSINESS,149140
LOAN025157,CUST032784,HOME,3491259
LOAN025158,CUST032040,BUSINESS,4750146
LOAN025159,CUST087854,BUSINESS,2954214
LOAN025160,CUST024392,CAR,1547494
LOAN025161,CUST027008,BUSINESS,1169912
LOAN025162,CUST037361,CAR,1749977
LOAN025163,CUST017052,PERSONAL,2026913
LOAN025164,CUST079374,CAR,4991321
LOAN025165,CUST095577,PERSONAL,2638446
LOAN025166,CUST035164,BUSINESS,2105604
LOAN025167,CUST090031,PERSONAL,2259690
LOAN025168,CUST025850,CAR,3128990
LOAN025169,CUST006364,HOME,1303453
LOAN025170,CUST012756,BUSINESS,2077145
LOAN025171,CUST030622,BUSINESS,1887928
LOAN025172,CUST095189,PERSONAL,3472426
LOAN025173,CUST060717,PERSONAL,1752735
LOAN025174,CUST058055,BUSINESS,2235521
LOAN025175,CUST018253,HOME,2605323
LOAN025176,CUST096422,BUSINESS,4080392
LOAN025177,CUST081982,PERSONAL,373305
LOAN025178,CUST052360,BUSINESS,268752
LOAN025179,CUST003967,PERSONAL,2554335
LOAN025180,CUST023831,PERSONAL,2735189
LOAN025181,CUST001488,BUSINESS,726726
LOAN025182,CUST088255,BUSINESS,3506540
LOAN025183,CUST081433,HOME,4038830
LOAN025184,CUST019553,HOME,4299387
LOAN025185,CUST050294,BUSINESS,3865436
LOAN025186,CUST033647,BUSINESS,4439008
LOAN025187,CUST086318,HOME,3261573
LOAN025188,CUST037111,CAR,3996890
LOAN025189,CUST014840,BUSINESS,1891418
LOAN025190,CUST049957,HOME,2421717
LOAN025191,CUST039003,PERSONAL,1040728
LOAN025192,CUST081083,CAR,4191852
LOAN025193,CUST058836,HOME,4866646
LOAN025194,CUST022043,HOME,3662317
LOAN025195,CUST042868,PERSONAL,2276706
LOAN025196,CUST050257,HOME,3263394
LOAN025197,CUST010458,PERSONAL,4286792
LOAN025198,CUST038302,BUSINESS,3620681
LOAN025199,CUST060396,PERSONAL,2037664
LOAN025200,CUST014690,BUSINESS,2630598
LOAN025201,CUST050280,HOME,4852188
LOAN025202,CUST074018,CAR,1951808
LOAN025203,CUST073563,CAR,2219046
LOAN025204,CUST040202,CAR,3862549
LOAN025205,CUST063712,BUSINESS,4224163
LOAN025206,CUST046050,CAR,2298934
LOAN025207,CUST078627,BUSINESS,134900
LOAN025208,CUST024509,HOME,1859825
LOAN025209,CUST025186,PERSONAL,2803961
LOAN025210,CUST089009,PERSONAL,3712262
LOAN025211,CUST030364,BUSINESS,1957327
LOAN025212,CUST077677,HOME,1274484
LOAN025213,CUST003796,CAR,3308039
LOAN025214,CUST065258,HOME,1174195
LOAN025215,CUST083506,PERSONAL,2764104
LOAN025216,CUST006532,CAR,497077
LOAN025217,CUST079818,HOME,3006098
LOAN025218,CUST041730,BUSINESS,4929282
LOAN025219,CUST079218,HOME,2787882
LOAN025220,CUST030557,HOME,4696403
LOAN025221,CUST082474,HOME,1228132
LOAN025222,CUST012948,BUSINESS,3121193
LOAN025223,CUST002564,PERSONAL,2452260
LOAN025224,CUST077063,PERSONAL,4447856
LOAN025225,CUST090159,PERSONAL,2368359
LOAN025226,CUST036676,HOME,2938563
LOAN025227,CUST061098,HOME,3290780
LOAN025228,CUST074189,PERSONAL,3928575
LOAN025229,CUST060961,HOME,3565573
LOAN025230,CUST095682,CAR,791847
LOAN025231,CUST010002,BUSINESS,246411
LOAN025232,CUST030027,CAR,4948902
LOAN025233,CUST044767,CAR,2928183
LOAN025234,CUST094990,CAR,1510428
LOAN025235,CUST007400,CAR,2700957
LOAN025236,CUST008476,BUSINESS,2257165
LOAN025237,CUST014294,PERSONAL,274157
LOAN025238,CUST053569,CAR,4970245
LOAN025239,CUST005968,CAR,1710996
LOAN025240,CUST040817,HOME,2897247
LOAN025241,CUST079303,BUSINESS,2302306
LOAN025242,CUST093840,BUSINESS,2232242
LOAN025243,CUST082804,CAR,4057244
LOAN025244,CUST054378,HOME,4487027
LOAN025245,CUST064829,HOME,825083
LOAN025246,CUST069333,BUSINESS,4062994
LOAN025247,CUST057880,PERSONAL,440013
LOAN025248,CUST033959,PERSONAL,2281261
LOAN025249,CUST069466,PERSONAL,672048
LOAN025250,CUST087932,PERSONAL,1702313
LOAN025251,CUST020916,CAR,2243764
LOAN025252,CUST074387,PERSONAL,4026502
LOAN025253,CUST015263,PERSONAL,4210770
LOAN025254,CUST045985,PERSONAL,3950544
LOAN025255,CUST014725,CAR,2484309
LOAN025256,CUST073802,BUSINESS,3227176
LOAN025257,CUST030330,HOME,2943163
LOAN025258,CUST099326,BUSINESS,4300111
LOAN025259,CUST026001,PERSONAL,265785
LOAN025260,CUST071798,BUSINESS,3942322
LOAN025261,CUST065988,HOME,2403723
LOAN025262,CUST019888,BUSINESS,298085
LOAN025263,CUST031193,PERSONAL,4556037
LOAN025264,CUST053696,CAR,1674352
LOAN025265,CUST072139,PERSONAL,3312108
LOAN025266,CUST013778,HOME,3283470
LOAN025267,CUST062487,HOME,1697267
LOAN025268,CUST030055,HOME,3958158
LOAN025269,CUST073608,HOME,2871565
LOAN025270,CUST025768,BUSINESS,3964655
LOAN025271,CUST090580,BUSINESS,2860786
LOAN025272,CUST059351,BUSINESS,2638487
LOAN025273,CUST010233,HOME,3571779
LOAN025274,CUST099653,PERSONAL,402158
LOAN025275,CUST092827,BUSINESS,1397074
LOAN025276,CUST017889,CAR,1544551
LOAN025277,CUST022943,CAR,1611628
LOAN025278,CUST075257,HOME,4359247
LOAN025279,CUST096849,HOME,4392287
LOAN025280,CUST077042,PERSONAL,4817906
LOAN025281,CUST059706,BUSINESS,1551921
LOAN025282,CUST029974,CAR,938894
LOAN025283,CUST053008,PERSONAL,1241369
LOAN025284,CUST097910,CAR,3171162
LOAN025285,CUST082940,BUSINESS,4149541
LOAN025286,CUST041369,PERSONAL,1426964
LOAN025287,CUST005988,CAR,2310440
LOAN025288,CUST007695,PERSONAL,1036941
LOAN025289,CUST049437,BUSINESS,3206694
LOAN025290,CUST034476,CAR,2433582
LOAN025291,CUST078039,PERSONAL,4757305
LOAN025292,CUST013423,PERSONAL,979159
LOAN025293,CUST028514,PERSONAL,956657
LOAN025294,CUST089506,HOME,3963189
LOAN025295,CUST076241,HOME,1032677
LOAN025296,CUST070354,PERSONAL,1733419
LOAN025297,CUST074082,CAR,3217923
LOAN025298,CUST078981,BUSINESS,442875
LOAN025299,CUST057633,PERSONAL,3991950
LOAN025300,CUST001517,PERSONAL,2861111
LOAN025301,CUST072081,CAR,4001700
LOAN025302,CUST018493,PERSONAL,237838
LOAN025303,CUST021095,HOME,3635836
LOAN025304,CUST066652,HOME,3490535
LOAN025305,CUST096632,PERSONAL,3463561
LOAN025306,CUST053655,BUSINESS,4818360
LOAN025307,CUST057817,CAR,3879564
LOAN025308,CUST075171,HOME,1721415
LOAN025309,CUST096537,BUSINESS,531854
LOAN025310,CUST022648,CAR,1595830
LOAN025311,CUST060351,BUSINESS,1905405
LOAN025312,CUST004759,BUSINESS,3248705
LOAN025313,CUST085693,BUSINESS,4597422
LOAN025314,CUST024594,PERSONAL,4186452
LOAN025315,CUST063598,CAR,4687436
LOAN025316,CUST068429,PERSONAL,4821212
LOAN025317,CUST035223,HOME,3368933
LOAN025318,CUST093954,CAR,1098431
LOAN025319,CUST002285,BUSINESS,4797143
LOAN025320,CUST045257,PERSONAL,1437284
LOAN025321,CUST037049,BUSINESS,4960219
LOAN025322,CUST070361,CAR,2232478
LOAN025323,CUST043078,CAR,576500
LOAN025324,CUST004212,HOME,2499132
LOAN025325,CUST048976,CAR,2035187
LOAN025326,CUST080270,BUSINESS,2734916
LOAN025327,CUST065864,PERSONAL,2578936
LOAN025328,CUST077991,HOME,4791413
LOAN025329,CUST047095,HOME,2315376
LOAN025330,CUST092789,BUSINESS,4953576
LOAN025331,CUST079063,BUSINESS,4637264
LOAN025332,CUST069099,BUSINESS,3377690
LOAN025333,CUST006726,PERSONAL,344832
LOAN025334,CUST020846,PERSONAL,2041707
LOAN025335,CUST049455,PERSONAL,3985301
LOAN025336,CUST009850,CAR,3184799
LOAN025337,CUST010998,HOME,3771239
LOAN025338,CUST004884,HOME,4960098
LOAN025339,CUST001144,HOME,808755
LOAN025340,CUST085225,HOME,2788506
LOAN025341,CUST042610,HOME,1854275
LOAN025342,CUST090402,HOME,2529072
LOAN025343,CUST095551,PERSONAL,430055
LOAN025344,CUST013144,PERSONAL,3559843
LOAN025345,CUST095863,HOME,4455983
LOAN025346,CUST098069,HOME,1712679
LOAN025347,CUST077736,HOME,4978188
LOAN025348,CUST098372,BUSINESS,969775
LOAN025349,CUST004214,PERSONAL,2545857
LOAN025350,CUST097726,HOME,2233581
LOAN025351,CUST077453,HOME,224292
LOAN025352,CUST009057,PERSONAL,2542939
LOAN025353,CUST097919,BUSINESS,953026
LOAN025354,CUST037832,CAR,1245391
LOAN025355,CUST099351,PERSONAL,1525437
LOAN025356,CUST020873,HOME,971669
LOAN025357,CUST030027,HOME,694152
LOAN025358,CUST078997,CAR,2405433
LOAN025359,CUST078007,HOME,4612715
LOAN025360,CUST058890,PERSONAL,2293164
LOAN025361,CUST068478,BUSINESS,2194764
LOAN025362,CUST004499,CAR,3933368
LOAN025363,CUST074097,BUSINESS,4566050
LOAN025364,CUST075511,PERSONAL,1420158
LOAN025365,CUST016940,HOME,1942775
LOAN025366,CUST071653,HOME,1010304
LOAN025367,CUST061602,PERSONAL,1878596
LOAN025368,CUST039709,CAR,1266429
LOAN025369,CUST021944,BUSINESS,2976342
LOAN025370,CUST067755,HOME,641540
LOAN025371,CUST010380,CAR,2539653
LOAN025372,CUST071608,PERSONAL,4957703
LOAN025373,CUST032853,PERSONAL,4074182
LOAN025374,CUST000458,HOME,124930
LOAN025375,CUST040428,BUSINESS,2876454
LOAN025376,CUST056009,PERSONAL,2236779
LOAN025377,CUST005337,BUSINESS,371887
LOAN025378,CUST093983,CAR,420398
LOAN025379,CUST047661,HOME,3862151
LOAN025380,CUST093158,HOME,3752207
LOAN025381,CUST036443,HOME,3045281
LOAN025382,CUST094514,CAR,4631141
LOAN025383,CUST066476,BUSINESS,1475383
LOAN025384,CUST051018,PERSONAL,4095895
LOAN025385,CUST035477,BUSINESS,230697
LOAN025386,CUST072122,PERSONAL,3513232
LOAN025387,CUST022331,HOME,1989470
LOAN025388,CUST096754,CAR,3117395
LOAN025389,CUST044986,PERSONAL,4710570
LOAN025390,CUST025557,CAR,3065163
LOAN025391,CUST022694,BUSINESS,2004660
LOAN025392,CUST075530,PERSONAL,2726393
LOAN025393,CUST030098,CAR,372632
LOAN025394,CUST076796,PERSONAL,4210295
LOAN025395,CUST032431,BUSINESS,4441608
LOAN025396,CUST011021,BUSINESS,2232156
LOAN025397,CUST032141,CAR,3897350
LOAN025398,CUST000236,HOME,2042388
LOAN025399,CUST012859,HOME,632885
LOAN025400,CUST077459,BUSINESS,4157426
LOAN025401,CUST035451,HOME,1281470
LOAN025402,CUST043657,CAR,2650979
LOAN025403,CUST049502,CAR,4756241
LOAN025404,CUST043439,BUSINESS,548994
LOAN025405,CUST022898,PERSONAL,1070736
LOAN025406,CUST034874,BUSINESS,3371965
LOAN025407,CUST050864,HOME,4079965
LOAN025408,CUST002807,PERSONAL,527981
LOAN025409,CUST087521,BUSINESS,1894897
LOAN025410,CUST078627,HOME,3438930
LOAN025411,CUST073738,CAR,2772256
LOAN025412,CUST071415,PERSONAL,3734679
LOAN025413,CUST035675,HOME,176016
LOAN025414,CUST086614,HOME,1774782
LOAN025415,CUST042611,HOME,2953327
LOAN025416,CUST032913,CAR,3250575
LOAN025417,CUST020979,BUSINESS,259530
LOAN025418,CUST015197,HOME,4402660
LOAN025419,CUST064377,PERSONAL,3520157
LOAN025420,CUST030021,PERSONAL,715227
LOAN025421,CUST010643,HOME,2825314
LOAN025422,CUST085588,CAR,713843
LOAN025423,CUST077641,PERSONAL,3925087
LOAN025424,CUST075584,CAR,4268801
LOAN025425,CUST021688,BUSINESS,4772313
LOAN025426,CUST001910,HOME,2665495
LOAN025427,CUST089932,PERSONAL,2197222
LOAN025428,CUST035140,PERSONAL,4388018
LOAN025429,CUST073740,PERSONAL,2709758
LOAN025430,CUST084659,PERSONAL,376780
LOAN025431,CUST048513,CAR,251753
LOAN025432,CUST009410,HOME,1458785
LOAN025433,CUST034171,BUSINESS,2321539
LOAN025434,CUST018443,CAR,3426977
LOAN025435,CUST094362,BUSINESS,803999
LOAN025436,CUST038954,CAR,2503519
LOAN025437,CUST024846,HOME,2462065
LOAN025438,CUST029060,PERSONAL,4177235
LOAN025439,CUST013549,CAR,808046
LOAN025440,CUST087283,HOME,1626566
LOAN025441,CUST095981,PERSONAL,3857504
LOAN025442,CUST000052,PERSONAL,3537565
LOAN025443,CUST085548,PERSONAL,329831
LOAN025444,CUST067902,BUSINESS,567350
LOAN025445,CUST016318,HOME,1645715
LOAN025446,CUST049067,PERSONAL,1632654
LOAN025447,CUST099197,HOME,353965
LOAN025448,CUST061130,CAR,4510685
LOAN025449,CUST087500,CAR,1748496
LOAN025450,CUST054484,BUSINESS,3539510
LOAN025451,CUST041316,HOME,4572684
LOAN025452,CUST015936,CAR,2345028
LOAN025453,CUST030442,PERSONAL,368047
LOAN025454,CUST074750,HOME,2547851
LOAN025455,CUST068395,HOME,1345634
LOAN025456,CUST046326,HOME,3765935
LOAN025457,CUST062649,PERSONAL,4802905
LOAN025458,CUST097875,HOME,3655104
LOAN025459,CUST080448,PERSONAL,1537232
LOAN025460,CUST053109,HOME,448138
LOAN025461,CUST002507,CAR,2792441
LOAN025462,CUST081787,HOME,3997904
LOAN025463,CUST070998,PERSONAL,763050
LOAN025464,CUST051999,HOME,3589544
LOAN025465,CUST058432,CAR,3307802
LOAN025466,CUST012244,BUSINESS,3868680
LOAN025467,CUST046693,CAR,2232648
LOAN025468,CUST032646,HOME,3019528
LOAN025469,CUST040576,PERSONAL,2063468
LOAN025470,CUST002152,BUSINESS,2547731
LOAN025471,CUST097741,CAR,4511568
LOAN025472,CUST071048,BUSINESS,1482461
LOAN025473,CUST089703,BUSINESS,2242625
LOAN025474,CUST033919,BUSINESS,4114170
LOAN025475,CUST062099,CAR,1856815
LOAN025476,CUST020654,CAR,2060981
LOAN025477,CUST086408,PERSONAL,3058399
LOAN025478,CUST000265,BUSINESS,3365090
LOAN025479,CUST072427,BUSINESS,3154575
LOAN025480,CUST034774,PERSONAL,2130180
LOAN025481,CUST032005,BUSINESS,1034033
LOAN025482,CUST028988,PERSONAL,4141631
LOAN025483,CUST034291,PERSONAL,4711938
LOAN025484,CUST041317,BUSINESS,2241337
LOAN025485,CUST083539,HOME,4155779
LOAN025486,CUST097564,BUSINESS,900407
LOAN025487,CUST020155,CAR,3036151
LOAN025488,CUST094831,BUSINESS,3297037
LOAN025489,CUST013956,CAR,2866906
LOAN025490,CUST063668,BUSINESS,848020
LOAN025491,CUST083700,HOME,4365973
LOAN025492,CUST058027,CAR,1500931
LOAN025493,CUST011386,CAR,3405462
LOAN025494,CUST087553,PERSONAL,1144773
LOAN025495,CUST079795,CAR,546200
LOAN025496,CUST064833,PERSONAL,2236718
LOAN025497,CUST016923,HOME,141591
LOAN025498,CUST004896,PERSONAL,879704
LOAN025499,CUST093401,HOME,732404
LOAN025500,CUST013576,PERSONAL,2548633
LOAN025501,CUST075326,BUSINESS,1520729
LOAN025502,CUST085442,CAR,4923665
LOAN025503,CUST057602,PERSONAL,1628971
LOAN025504,CUST056674,CAR,1562994
LOAN025505,CUST005345,HOME,4701869
LOAN025506,CUST085163,BUSINESS,1944667
LOAN025507,CUST037167,CAR,3693918
LOAN025508,CUST025842,HOME,834562
LOAN025509,CUST098401,PERSONAL,2339745
LOAN025510,CUST044072,HOME,2282731
LOAN025511,CUST046640,BUSINESS,246666
LOAN025512,CUST045768,PERSONAL,1073993
LOAN025513,CUST016599,BUSINESS,3358036
LOAN025514,CUST081545,BUSINESS,1975633
LOAN025515,CUST067252,PERSONAL,1598769
LOAN025516,CUST097748,PERSONAL,3834728
LOAN025517,CUST014931,PERSONAL,1550352
LOAN025518,CUST018089,PERSONAL,244126
LOAN025519,CUST033878,BUSINESS,3713169
LOAN025520,CUST044264,HOME,4401243
LOAN025521,CUST029217,HOME,4336684
LOAN025522,CUST023694,CAR,1006239
LOAN025523,CUST054962,BUSINESS,4319886
LOAN025524,CUST063816,HOME,4967355
LOAN025525,CUST053198,CAR,277042
LOAN025526,CUST019278,BUSINESS,3848092
LOAN025527,CUST075176,HOME,4603852
LOAN025528,CUST078768,BUSINESS,1233691
LOAN025529,CUST096071,HOME,4489907
LOAN025530,CUST009179,CAR,3935875
LOAN025531,CUST035051,CAR,4709782
LOAN025532,CUST062793,PERSONAL,1111387
LOAN025533,CUST098169,PERSONAL,2581388
LOAN025534,CUST065257,BUSINESS,1304114
LOAN025535,CUST006645,PERSONAL,3099609
LOAN025536,CUST013630,HOME,3990777
LOAN025537,CUST044206,BUSINESS,3764110
LOAN025538,CUST089885,CAR,458407
LOAN025539,CUST020081,CAR,2765979
LOAN025540,CUST010119,PERSONAL,236687
LOAN025541,CUST049750,HOME,673050
LOAN025542,CUST069605,CAR,4841888
LOAN025543,CUST062894,PERSONAL,606483
LOAN025544,CUST021786,BUSINESS,4223660
LOAN025545,CUST078179,PERSONAL,369986
LOAN025546,CUST075666,PERSONAL,4111991
LOAN025547,CUST050893,HOME,3461983
LOAN025548,CUST062401,HOME,4673423
LOAN025549,CUST003565,CAR,690393
LOAN025550,CUST008818,PERSONAL,4891466
LOAN025551,CUST067447,CAR,1984223
LOAN025552,CUST098331,BUSINESS,766152
LOAN025553,CUST055723,PERSONAL,2005683
LOAN025554,CUST013187,HOME,4188668
LOAN025555,CUST020919,BUSINESS,921980
LOAN025556,CUST059497,HOME,2932061
LOAN025557,CUST072204,BUSINESS,177359
LOAN025558,CUST069908,BUSINESS,3583273
LOAN025559,CUST007258,BUSINESS,2774673
LOAN025560,CUST068628,CAR,1625065
LOAN025561,CUST043336,PERSONAL,1525532
LOAN025562,CUST056765,CAR,1995501
LOAN025563,CUST053181,BUSINESS,3357688
LOAN025564,CUST045626,PERSONAL,1978090
LOAN025565,CUST043548,BUSINESS,1500555
LOAN025566,CUST028364,PERSONAL,1513072
LOAN025567,CUST034370,HOME,4945599
LOAN025568,CUST073935,BUSINESS,2162176
LOAN025569,CUST026113,BUSINESS,3739049
LOAN025570,CUST037788,HOME,1997574
LOAN025571,CUST000928,BUSINESS,3224835
LOAN025572,CUST074438,CAR,4635601
LOAN025573,CUST082421,HOME,625032
LOAN025574,CUST044521,BUSINESS,1263102
LOAN025575,CUST030537,BUSINESS,313798
LOAN025576,CUST075569,HOME,1466689
LOAN025577,CUST064508,CAR,2418325
LOAN025578,CUST022485,HOME,2462088
LOAN025579,CUST050037,PERSONAL,1118110
LOAN025580,CUST040706,PERSONAL,4149239
LOAN025581,CUST069169,CAR,3153264
LOAN025582,CUST002694,HOME,3843273
LOAN025583,CUST003864,CAR,2425086
LOAN025584,CUST061764,BUSINESS,4548574
LOAN025585,CUST066345,PERSONAL,4635757
LOAN025586,CUST081806,CAR,4288365
LOAN025587,CUST011123,CAR,2574499
LOAN025588,CUST008754,HOME,1599374
LOAN025589,CUST081384,BUSINESS,4099519
LOAN025590,CUST034075,CAR,4643182
LOAN025591,CUST075289,CAR,635004
LOAN025592,CUST044146,BUSINESS,2004137
LOAN025593,CUST009835,CAR,4168114
LOAN025594,CUST066116,BUSINESS,3560570
LOAN025595,CUST084831,PERSONAL,681192
LOAN025596,CUST076334,HOME,4630712
LOAN025597,CUST082137,PERSONAL,3090088
LOAN025598,CUST048554,HOME,3793829
LOAN025599,CUST003677,CAR,3883306
LOAN025600,CUST056061,CAR,1312677
LOAN025601,CUST057546,HOME,3658538
LOAN025602,CUST059404,CAR,2730420
LOAN025603,CUST010976,HOME,3901809
LOAN025604,CUST030493,CAR,2494779
LOAN025605,CUST006219,PERSONAL,410368
LOAN025606,CUST083830,HOME,3496333
LOAN025607,CUST011124,CAR,3840963
LOAN025608,CUST035337,HOME,2540453
LOAN025609,CUST058116,HOME,4808384
LOAN025610,CUST005653,PERSONAL,3427902
LOAN025611,CUST031563,CAR,115627
LOAN025612,CUST005190,CAR,1051531
LOAN025613,CUST058624,CAR,1980674
LOAN025614,CUST076664,PERSONAL,3157953
LOAN025615,CUST062694,BUSINESS,4282108
LOAN025616,CUST052707,CAR,1281088
