account_id,customer_id,account_type,balance
ACC078303,CUST033595,CURRENT,233389
ACC078304,CUST011726,CURRENT,367335
ACC078305,CUST087837,CURRENT,202749
ACC078306,CUST068143,SAVINGS,204270
ACC078307,CUST007375,SALARY,189697
ACC078308,CUST069711,SAVINGS,321317
ACC078309,CUST020224,SALARY,482929
ACC078310,CUST052596,CURRENT,155501
ACC078311,CUST094517,SALARY,186381
ACC078312,CUST031245,CURRENT,486045
ACC078313,CUST009633,SAVINGS,102406
ACC078314,CUST000203,SALARY,61705
ACC078315,CUST028892,SALARY,249725
ACC078316,CUST066156,SALARY,221221
ACC078317,CUST043682,SALARY,347523
ACC078318,CUST091046,SALARY,164842
ACC078319,CUST018912,SALARY,19963
ACC078320,CUST000420,CURRENT,298699
ACC078321,CUST042191,CURRENT,244588
ACC078322,CUST078187,CURRENT,391877
ACC078323,CUST087640,SAVINGS,476754
ACC078324,CUST066290,SALARY,481444
ACC078325,CUST066769,SALARY,263476
ACC078326,CUST049701,SAVINGS,234392
ACC078327,CUST062402,SALARY,116619
ACC078328,CUST054097,SAVINGS,147345
ACC078329,CUST049879,SAVINGS,440872
ACC078330,CUST001873,CURRENT,267803
ACC078331,CUST032528,SALARY,415642
ACC078332,CUST056474,CURRENT,45892
ACC078333,CUST028927,SAVINGS,89043
ACC078334,CUST023902,CURRENT,164166
ACC078335,CUST052323,SAVINGS,449486
ACC078336,CUST022194,SAVINGS,16186
ACC078337,CUST054285,SALARY,259075
ACC078338,CUST032556,SAVINGS,491932
ACC078339,CUST001708,SALARY,96464
ACC078340,CUST085375,SAVINGS,91225
ACC078341,CUST044159,SAVINGS,429351
ACC078342,CUST055914,CURRENT,318422
ACC078343,CUST094240,SAVINGS,219103
ACC078344,CUST092631,SALARY,207126
ACC078345,CUST068109,CURRENT,187051
ACC078346,CUST066469,CURRENT,280433
ACC078347,CUST046332,CURRENT,113387
ACC078348,CUST002200,SAVINGS,305442
ACC078349,CUST067093,SALARY,498256
ACC078350,CUST031958,SALARY,498874
ACC078351,CUST050451,SALARY,208984
ACC078352,CUST093682,SAVINGS,179335
ACC078353,CUST058100,SAVINGS,86168
ACC078354,CUST067841,SAVINGS,381038
ACC078355,CUST034390,CURRENT,241894
ACC078356,CUST091745,SAVINGS,483477
ACC078357,CUST085527,CURRENT,66108
ACC078358,CUST057614,SALARY,20597
ACC078359,CUST000375,SALARY,315392
ACC078360,CUST093754,CURRENT,132826
ACC078361,CUST087577,CURRENT,235141
ACC078362,CUST083934,SAVINGS,168730
ACC078363,CUST094905,SAVINGS,108582
ACC078364,CUST004585,CURRENT,467585
ACC078365,CUST068871,CURRENT,384840
ACC078366,CUST089444,SAVINGS,473156
ACC078367,CUST092563,SALARY,495719
ACC078368,CUST055819,SALARY,129618
ACC078369,CUST084728,SALARY,353944
ACC078370,CUST089674,CURRENT,292662
ACC078371,CUST092761,SAVINGS,55286
ACC078372,CUST096730,SALARY,19624
ACC078373,CUST016704,SALARY,362709
ACC078374,CUST063627,SALARY,335551
ACC078375,CUST047425,SALARY,499696
ACC078376,CUST057881,SALARY,85257
ACC078377,CUST047349,SALARY,478697
ACC078378,CUST035487,CURRENT,330333
ACC078379,CUST069052,SAVINGS,344688
ACC078380,CUST069754,SAVINGS,469702
ACC078381,CUST030828,SAVINGS,167418
ACC078382,CUST072996,SAVINGS,428786
ACC078383,CUST075691,CURRENT,461983
ACC078384,CUST068118,CURRENT,186361
ACC078385,CUST097997,SAVINGS,241226
ACC078386,CUST015076,SALARY,97930
ACC078387,CUST091305,SALARY,255098
ACC078388,CUST029623,SALARY,477172
ACC078389,CUST001802,CURRENT,66631
ACC078390,CUST031784,CURRENT,336754
ACC078391,CUST097404,SALARY,446586
ACC078392,CUST078918,SALARY,9086
ACC078393,CUST096610,CURRENT,321374
ACC078394,CUST000873,SALARY,465716
ACC078395,CUST011513,SAVINGS,172573
ACC078396,CUST018308,SAVINGS,394345
ACC078397,CUST008458,SAVINGS,126222
ACC078398,CUST058981,SALARY,440947
ACC078399,CUST052083,SAVINGS,472066
ACC078400,CUST051585,SAVINGS,143012
ACC078401,CUST093356,CURRENT,291041
ACC078402,CUST036941,CURRENT,276963
ACC078403,CUST098034,SAVINGS,43184
ACC078404,CUST039099,CURRENT,373032
ACC078405,CUST011922,SALARY,238781
ACC078406,CUST028333,SALARY,46580
ACC078407,CUST081351,CURRENT,425531
ACC078408,CUST097638,CURRENT,400270
ACC078409,CUST077892,SALARY,30608
ACC078410,CUST083824,CURRENT,46212
ACC078411,CUST021756,SALARY,486099
ACC078412,CUST029382,CURRENT,109510
ACC078413,CUST094451,SAVINGS,76331
ACC078414,CUST043437,CURRENT,453743
ACC078415,CUST083749,CURRENT,468518
ACC078416,CUST008206,SAVINGS,247233
ACC078417,CUST001821,SALARY,29592
ACC078418,CUST091769,CURRENT,255555
ACC078419,CUST011120,SAVINGS,407246
ACC078420,CUST093469,SAVINGS,213902
ACC078421,CUST092961,SALARY,479897
ACC078422,CUST034172,CURRENT,7303
ACC078423,CUST055442,SALARY,132764
ACC078424,CUST097371,CURRENT,161962
ACC078425,CUST012330,SALARY,406915
ACC078426,CUST085126,SAVINGS,468621
ACC078427,CUST040720,SALARY,497902
ACC078428,CUST055364,CURRENT,276083
ACC078429,CUST019859,SALARY,353057
ACC078430,CUST014257,SALARY,339554
ACC078431,CUST082885,SAVINGS,53125
ACC078432,CUST012224,SAVINGS,100948
ACC078433,CUST049411,CURRENT,50073
ACC078434,CUST015596,SAVINGS,484908
ACC078435,CUST036832,SALARY,482874
ACC078436,CUST006461,SAVINGS,193509
ACC078437,CUST062439,SALARY,385213
ACC078438,CUST036280,CURRENT,339262
ACC078439,CUST002611,SALARY,204029
ACC078440,CUST041157,SAVINGS,301374
ACC078441,CUST066469,SAVINGS,266471
ACC078442,CUST091934,CURRENT,291349
ACC078443,CUST038645,SAVINGS,420448
ACC078444,CUST087519,SAVINGS,234321
ACC078445,CUST069465,CURRENT,166838
ACC078446,CUST009058,CURRENT,431304
ACC078447,CUST062355,SALARY,185658
ACC078448,CUST039942,CURRENT,320829
ACC078449,CUST078652,SALARY,266614
ACC078450,CUST087777,SALARY,446088
ACC078451,CUST097214,CURRENT,259819
ACC078452,CUST051851,SALARY,378204
ACC078453,CUST070898,CURRENT,11793
ACC078454,CUST033517,SALARY,58050
ACC078455,CUST074737,SALARY,472100
ACC078456,CUST064495,SAVINGS,382175
ACC078457,CUST073220,CURRENT,285475
ACC078458,CUST058924,CURRENT,33679
ACC078459,CUST052748,CURRENT,137127
ACC078460,CUST026947,SAVINGS,72885
ACC078461,CUST033292,SAVINGS,435690
ACC078462,CUST077155,SAVINGS,84561
ACC078463,CUST077726,SAVINGS,385515
ACC078464,CUST078400,CURRENT,272407
ACC078465,CUST091938,SALARY,476289
ACC078466,CUST087241,SAVINGS,262560
ACC078467,CUST079525,SALARY,201321
ACC078468,CUST026362,SAVINGS,412050
ACC078469,CUST093573,CURRENT,268268
ACC078470,CUST047725,SAVINGS,21160
ACC078471,CUST068227,CURRENT,317522
ACC078472,CUST005664,CURRENT,449925
ACC078473,CUST022915,CURRENT,9540
ACC078474,CUST053940,SALARY,148050
ACC078475,CUST068330,SALARY,381026
ACC078476,CUST065101,SALARY,298111
ACC078477,CUST004796,CURRENT,422554
ACC078478,CUST058683,SAVINGS,288743
ACC078479,CUST082429,CURRENT,477843
ACC078480,CUST008485,CURRENT,417078
ACC078481,CUST026365,SAVINGS,258890
ACC078482,CUST070004,CURRENT,216611
ACC078483,CUST075849,SALARY,329539
ACC078484,CUST010074,CURRENT,145603
ACC078485,CUST029061,SAVINGS,314128
ACC078486,CUST058520,CURRENT,446104
ACC078487,CUST074697,CURRENT,215351
ACC078488,CUST090131,CURRENT,197545
ACC078489,CUST097485,SAVINGS,30372
ACC078490,CUST015998,SALARY,444050
ACC078491,CUST000077,CURRENT,465909
ACC078492,CUST045207,CURRENT,295486
ACC078493,CUST015900,SAVINGS,158866
ACC078494,CUST068018,SAVINGS,429903
ACC078495,CUST090424,CURRENT,323511
ACC078496,CUST060693,SAVINGS,101288
ACC078497,CUST039433,SAVINGS,27118
ACC078498,CUST019798,SALARY,46740
ACC078499,CUST009336,SALARY,499516
ACC078500,CUST014262,CURRENT,231331
ACC078501,CUST080719,SAVINGS,361308
ACC078502,CUST027956,SAVINGS,83582
ACC078503,CUST056458,SAVINGS,381850
ACC078504,CUST001771,SALARY,3129
ACC078505,CUST008031,CURRENT,374998
ACC078506,CUST012961,SAVINGS,53878
ACC078507,CUST036291,SALARY,366150
ACC078508,CUST053047,CURRENT,215166
ACC078509,CUST088002,CURRENT,265868
ACC078510,CUST007744,SALARY,73548
ACC078511,CUST031508,SALARY,321686
ACC078512,CUST001419,SAVINGS,391977
ACC078513,CUST097708,SAVINGS,159070
ACC078514,CUST083729,SAVINGS,162239
ACC078515,CUST043095,SAVINGS,29012
ACC078516,CUST012470,CURRENT,250195
ACC078517,CUST010228,CURRENT,105479
ACC078518,CUST065172,CURRENT,303785
ACC078519,CUST058978,SAVINGS,254303
ACC078520,CUST030480,SALARY,85746
ACC078521,CUST027328,CURRENT,197750
ACC078522,CUST034663,SAVINGS,360830
ACC078523,CUST016876,SAVINGS,471515
ACC078524,CUST095135,CURRENT,338144
ACC078525,CUST031362,SAVINGS,269933
ACC078526,CUST032961,CURRENT,244371
ACC078527,CUST053247,SAVINGS,274380
ACC078528,CUST041132,CURRENT,483688
ACC078529,CUST008654,SAVINGS,494467
ACC078530,CUST077300,SALARY,184627
ACC078531,CUST025024,CURRENT,361891
ACC078532,CUST054889,SAVINGS,155857
ACC078533,CUST056736,CURRENT,252087
ACC078534,CUST077093,SAVINGS,445918
ACC078535,CUST044492,CURRENT,480207
ACC078536,CUST067347,SAVINGS,34432
ACC078537,CUST035980,SAVINGS,326435
ACC078538,CUST047797,SALARY,5843
ACC078539,CUST097233,SAVINGS,400774
ACC078540,CUST073114,SAVINGS,333638
ACC078541,CUST011372,CURRENT,413479
ACC078542,CUST058116,CURRENT,190066
ACC078543,CUST000822,CURRENT,426671
ACC078544,CUST034523,SALARY,475722
ACC078545,CUST090690,SAVINGS,40895
ACC078546,CUST078710,CURRENT,199858
ACC078547,CUST048151,SALARY,440778
ACC078548,CUST060280,SAVINGS,485445
ACC078549,CUST015277,SAVINGS,362145
ACC078550,CUST058965,SALARY,325294
ACC078551,CUST085672,CURRENT,457406
ACC078552,CUST092003,SAVINGS,190998
ACC078553,CUST047008,SALARY,284621
ACC078554,CUST071941,SAVINGS,395537
ACC078555,CUST084677,SALARY,499359
ACC078556,CUST021438,SAVINGS,230569
ACC078557,CUST055136,SALARY,222012
ACC078558,CUST070903,SAVINGS,6482
ACC078559,CUST087509,SAVINGS,354565
ACC078560,CUST031491,CURRENT,386345
ACC078561,CUST020223,SALARY,296140
ACC078562,CUST099656,SALARY,240778
ACC078563,CUST042467,CURRENT,291215
ACC078564,CUST049341,CURRENT,66865
ACC078565,CUST064405,SALARY,7696
ACC078566,CUST005704,SAVINGS,105584
ACC078567,CUST011390,SAVINGS,346256
ACC078568,CUST094051,SALARY,164252
ACC078569,CUST066277,CURRENT,8203
ACC078570,CUST006969,SAVINGS,232064
ACC078571,CUST072988,SAVINGS,322961
ACC078572,CUST091283,SALARY,242027
ACC078573,CUST021747,SALARY,343614
ACC078574,CUST037418,CURRENT,191169
ACC078575,CUST002241,SALARY,480629
ACC078576,CUST013094,SAVINGS,19643
ACC078577,CUST061966,CURRENT,73317
ACC078578,CUST058775,SAVINGS,376082
ACC078579,CUST053821,SALARY,202741
ACC078580,CUST099268,SALARY,114813
ACC078581,CUST005419,CURRENT,254682
ACC078582,CUST005368,SALARY,255956
ACC078583,CUST073106,SAVINGS,134179
ACC078584,CUST097314,SALARY,82648
ACC078585,CUST081430,CURRENT,118870
ACC078586,CUST038665,SAVINGS,190817
ACC078587,CUST035568,CURRENT,269242
ACC078588,CUST061959,SALARY,314729
ACC078589,CUST073214,SALARY,18733
ACC078590,CUST099836,CURRENT,13899
ACC078591,CUST028714,SAVINGS,225853
ACC078592,CUST076271,SAVINGS,160046
ACC078593,CUST088759,SAVINGS,36912
ACC078594,CUST095589,CURRENT,36233
ACC078595,CUST090884,SALARY,364792
ACC078596,CUST056654,SALARY,134989
ACC078597,CUST095701,SAVINGS,133465
ACC078598,CUST004739,SAVINGS,271728
ACC078599,CUST032067,SALARY,43779
ACC078600,CUST064870,SAVINGS,91407
ACC078601,CUST071621,SALARY,200457
ACC078602,CUST067288,SALARY,328632
ACC078603,CUST024618,SAVINGS,91449
ACC078604,CUST091357,SAVINGS,242997
ACC078605,CUST049421,SALARY,93882
ACC078606,CUST034768,CURRENT,407758
ACC078607,CUST011853,SALARY,65067
ACC078608,CUST086434,SALARY,94416
ACC078609,CUST013790,SAVINGS,246946
ACC078610,CUST057959,SALARY,200150
ACC078611,CUST061362,SAVINGS,339442
ACC078612,CUST028827,SALARY,404340
ACC078613,CUST022935,SALARY,424790
ACC078614,CUST075629,SALARY,349119
ACC078615,CUST037277,SALARY,225966
ACC078616,CUST093363,SALARY,42927
ACC078617,CUST017923,CURRENT,478165
ACC078618,CUST025716,SALARY,435259
ACC078619,CUST010501,CURRENT,286202
ACC078620,CUST089068,SALARY,108975
ACC078621,CUST028729,CURRENT,278131
ACC078622,CUST025476,SAVINGS,329364
ACC078623,CUST046161,CURRENT,480482
ACC078624,CUST073741,SALARY,293133
ACC078625,CUST095662,SAVINGS,476892
ACC078626,CUST069676,SALARY,392893
ACC078627,CUST080188,SALARY,225880
ACC078628,CUST041038,CURRENT,296420
ACC078629,CUST034082,SAVINGS,318796
ACC078630,CUST078760,SAVINGS,329141
ACC078631,CUST089094,CURRENT,456926
ACC078632,CUST082170,SALARY,456715
ACC078633,CUST020653,SALARY,467473
ACC078634,CUST003765,SAVINGS,167781
ACC078635,CUST060265,SALARY,73727
ACC078636,CUST085959,SAVINGS,442373
ACC078637,CUST085826,CURRENT,198331
ACC078638,CUST025227,SALARY,466230
ACC078639,CUST029542,SAVINGS,348733
ACC078640,CUST038900,SALARY,357395
ACC078641,CUST047828,SAVINGS,360755
ACC078642,CUST066752,SALARY,187915
ACC078643,CUST036570,SALARY,487164
ACC078644,CUST074366,SALARY,288900
ACC078645,CUST008839,CURRENT,431757
ACC078646,CUST011871,CURRENT,341091
ACC078647,CUST077969,CURRENT,290379
ACC078648,CUST074454,SALARY,52271
ACC078649,CUST016510,CURRENT,493697
ACC078650,CUST096155,SAVINGS,251002
ACC078651,CUST058580,SAVINGS,469619
ACC078652,CUST028590,SALARY,452500
ACC078653,CUST074986,CURRENT,429833
ACC078654,CUST057587,SALARY,335819
ACC078655,CUST021033,SALARY,368766
ACC078656,CUST097744,SAVINGS,248532
ACC078657,CUST013932,SAVINGS,290653
ACC078658,CUST001327,SAVINGS,269646
ACC078659,CUST040626,SAVINGS,38239
ACC078660,CUST083034,CURRENT,447881
ACC078661,CUST048277,SALARY,197573
ACC078662,CUST096259,SAVINGS,313987
ACC078663,CUST096167,SALARY,321956
ACC078664,CUST058991,SAVINGS,459422
ACC078665,CUST085986,SAVINGS,309586
ACC078666,CUST050185,SAVINGS,307985
ACC078667,CUST075241,SAVINGS,317007
ACC078668,CUST085567,SAVINGS,441017
ACC078669,CUST021218,SAVINGS,481865
ACC078670,CUST061404,SALARY,466105
ACC078671,CUST033167,SAVINGS,410195
ACC078672,CUST090740,SALARY,225200
ACC078673,CUST090176,SALARY,259048
ACC078674,CUST041691,SALARY,17291
ACC078675,CUST082293,SAVINGS,50931
ACC078676,CUST085533,CURRENT,19687
ACC078677,CUST087142,CURRENT,405884
ACC078678,CUST051417,SALARY,357681
ACC078679,CUST014815,SALARY,116919
ACC078680,CUST094103,SAVINGS,195449
ACC078681,CUST070829,SALARY,367909
ACC078682,CUST013444,SALARY,162339
ACC078683,CUST077136,SAVINGS,303444
ACC078684,CUST019554,SAVINGS,366784
ACC078685,CUST009908,SALARY,460402
ACC078686,CUST049295,SAVINGS,269317
ACC078687,CUST060627,CURRENT,61645
ACC078688,CUST071385,SALARY,249815
ACC078689,CUST040630,SAVINGS,498043
ACC078690,CUST068586,CURRENT,277599
ACC078691,CUST058670,CURRENT,219496
ACC078692,CUST097695,SAVINGS,41049
ACC078693,CUST005231,SALARY,262996
ACC078694,CUST044953,CURRENT,448281
ACC078695,CUST041050,CURRENT,434416
ACC078696,CUST048816,SAVINGS,79570
ACC078697,CUST079911,CURRENT,106952
ACC078698,CUST025240,SAVINGS,17266
ACC078699,CUST067364,SALARY,155329
ACC078700,CUST041584,SALARY,109802
ACC078701,CUST078762,SAVINGS,452749
ACC078702,CUST093316,SALARY,74412
ACC078703,CUST049280,SAVINGS,469056
ACC078704,CUST069097,SALARY,115441
ACC078705,CUST059758,CURRENT,16921
ACC078706,CUST070816,CURRENT,194207
ACC078707,CUST069670,SALARY,445421
ACC078708,CUST055792,SAVINGS,442203
ACC078709,CUST022020,CURRENT,314006
ACC078710,CUST032080,CURRENT,174801
ACC078711,CUST090907,SAVINGS,278789
ACC078712,CUST026579,CURRENT,183816
ACC078713,CUST086303,SALARY,12874
ACC078714,CUST056267,SALARY,26710
ACC078715,CUST090540,SALARY,400211
ACC078716,CUST054671,SALARY,323701
ACC078717,CUST042713,CURRENT,88416
ACC078718,CUST023055,SALARY,139323
ACC078719,CUST084094,SALARY,328227
ACC078720,CUST051858,SAVINGS,284039
ACC078721,CUST000793,SALARY,388866
ACC078722,CUST083773,CURRENT,391939
ACC078723,CUST014452,SALARY,73590
ACC078724,CUST097712,SALARY,471348
ACC078725,CUST052150,SALARY,3242
ACC078726,CUST025045,SALARY,408132
ACC078727,CUST099088,SAVINGS,313361
ACC078728,CUST027114,CURRENT,310078
ACC078729,CUST006799,CURRENT,445392
ACC078730,CUST026249,CURRENT,210793
ACC078731,CUST080265,CURRENT,316159
ACC078732,CUST047387,SAVINGS,102749
ACC078733,CUST001846,SAVINGS,224657
ACC078734,CUST034303,SALARY,256347
ACC078735,CUST004875,SAVINGS,122605
ACC078736,CUST091286,CURRENT,352623
ACC078737,CUST074131,SAVINGS,47861
ACC078738,CUST040985,SAVINGS,229553
ACC078739,CUST066862,SALARY,176515
ACC078740,CUST036937,SALARY,78856
ACC078741,CUST094171,SALARY,99906
ACC078742,CUST041924,SALARY,15222
ACC078743,CUST055495,CURRENT,215144
ACC078744,CUST085829,SALARY,389563
ACC078745,CUST012203,SALARY,392978
ACC078746,CUST026473,SALARY,248034
ACC078747,CUST068784,SAVINGS,83431
ACC078748,CUST045979,SALARY,20530
ACC078749,CUST083855,SAVINGS,95939
ACC078750,CUST016092,SAVINGS,131422
ACC078751,CUST069924,CURRENT,265910
ACC078752,CUST086452,SAVINGS,493032
ACC078753,CUST091365,SAVINGS,439572
ACC078754,CUST091332,SAVINGS,128288
ACC078755,CUST055682,CURRENT,414490
ACC078756,CUST039120,SAVINGS,30603
ACC078757,CUST047881,SAVINGS,292475
ACC078758,CUST038662,SALARY,322453
ACC078759,CUST070996,SAVINGS,327158
ACC078760,CUST061406,SALARY,399354
ACC078761,CUST025033,SALARY,80846
ACC078762,CUST067375,CURRENT,34934
ACC078763,CUST088401,SAVINGS,161767
ACC078764,CUST098960,CURRENT,337769
ACC078765,CUST089863,CURRENT,109120
ACC078766,CUST043942,CURRENT,180489
ACC078767,CUST032727,SAVINGS,400296
ACC078768,CUST039134,CURRENT,357477
ACC078769,CUST097014,SAVINGS,267298
ACC078770,CUST032868,SAVINGS,352032
ACC078771,CUST078109,SALARY,35017
ACC078772,CUST035469,CURRENT,495368
ACC078773,CUST004827,CURRENT,3245
ACC078774,CUST003670,SALARY,27265
ACC078775,CUST086944,SAVINGS,60062
ACC078776,CUST074718,SALARY,48389
ACC078777,CUST099807,SALARY,377471
ACC078778,CUST075791,SAVINGS,461009
ACC078779,CUST006342,SAVINGS,473437
ACC078780,CUST019488,SALARY,338057
ACC078781,CUST052456,SALARY,72762
ACC078782,CUST069245,SALARY,133093
ACC078783,CUST051958,SALARY,489897
ACC078784,CUST004952,SALARY,357567
ACC078785,CUST038603,SAVINGS,427730
ACC078786,CUST043772,CURRENT,277079
ACC078787,CUST090209,SAVINGS,118517
ACC078788,CUST016692,CURRENT,323744
ACC078789,CUST036936,CURRENT,171221
ACC078790,CUST070224,SALARY,56752
ACC078791,CUST049897,CURRENT,250331
ACC078792,CUST067257,SAVINGS,59357
ACC078793,CUST003192,SALARY,401688
ACC078794,CUST080533,SAVINGS,486513
ACC078795,CUST031816,SAVINGS,241301
ACC078796,CUST009201,SALARY,40967
ACC078797,CUST093534,SALARY,71746
ACC078798,CUST073637,SAVINGS,84880
ACC078799,CUST050711,CURRENT,222358
ACC078800,CUST078584,CURRENT,111945
ACC078801,CUST078966,SALARY,327668
ACC078802,CUST049520,CURRENT,164470
ACC078803,CUST067304,SALARY,435521
ACC078804,CUST075194,SALARY,486207
ACC078805,CUST070996,SAVINGS,384555
ACC078806,CUST049844,SAVINGS,310841
ACC078807,CUST090518,SAVINGS,481104
ACC078808,CUST097429,CURRENT,71731
ACC078809,CUST076159,SAVINGS,234055
ACC078810,CUST045900,CURRENT,131696
ACC078811,CUST070641,SAVINGS,421150
ACC078812,CUST062400,SALARY,409600
ACC078813,CUST023752,SALARY,450626
ACC078814,CUST093922,CURRENT,239556
ACC078815,CUST085553,SALARY,225363
ACC078816,CUST012812,SALARY,271081
ACC078817,CUST055892,SALARY,105655
ACC078818,CUST049668,SAVINGS,443672
ACC078819,CUST012759,SALARY,325436
ACC078820,CUST021115,CURRENT,54076
ACC078821,CUST081048,CURRENT,317844
ACC078822,CUST013104,SAVINGS,67901
ACC078823,CUST087980,CURRENT,276051
ACC078824,CUST036057,SAVINGS,395473
ACC078825,CUST067727,CURRENT,161084
ACC078826,CUST012525,SALARY,457911
ACC078827,CUST023610,CURRENT,332658
ACC078828,CUST041041,SALARY,105314
ACC078829,CUST004599,CURRENT,245556
ACC078830,CUST095249,SALARY,22214
ACC078831,CUST058894,SALARY,67842
ACC078832,CUST056735,SAVINGS,392003
ACC078833,CUST020931,CURRENT,62973
ACC078834,CUST098933,SALARY,180445
ACC078835,CUST050742,CURRENT,306138
ACC078836,CUST053531,SALARY,336476
ACC078837,CUST024005,SAVINGS,86551
ACC078838,CUST098600,SAVINGS,179537
ACC078839,CUST026659,CURRENT,240042
ACC078840,CUST059457,SALARY,58035
ACC078841,CUST061049,CURRENT,86136
ACC078842,CUST013450,SALARY,162257
ACC078843,CUST043698,SALARY,387508
ACC078844,CUST063274,SAVINGS,92595
ACC078845,CUST007725,CURRENT,62368
ACC078846,CUST082445,SALARY,151798
ACC078847,CUST022650,SAVINGS,230890
ACC078848,CUST032475,CURRENT,283777
ACC078849,CUST011018,SAVINGS,23642
ACC078850,CUST096352,CURRENT,164891
ACC078851,CUST087332,SALARY,269819
ACC078852,CUST094260,SAVINGS,116854
ACC078853,CUST083002,CURRENT,372409
ACC078854,CUST004631,CURRENT,320980
ACC078855,CUST029448,CURRENT,109009
ACC078856,CUST066078,SAVINGS,407081
ACC078857,CUST032894,SALARY,141053
ACC078858,CUST021731,CURRENT,33428
ACC078859,CUST040653,SAVINGS,277299
ACC078860,CUST098704,SAVINGS,341575
ACC078861,CUST012682,SAVINGS,11651
ACC078862,CUST057339,SALARY,340735
ACC078863,CUST021481,SALARY,425253
ACC078864,CUST046101,CURRENT,53062
ACC078865,CUST090687,CURRENT,458078
ACC078866,CUST046049,CURRENT,484738
ACC078867,CUST061485,SALARY,60341
ACC078868,CUST093001,SAVINGS,257163
ACC078869,CUST062510,CURRENT,366781
ACC078870,CUST060575,SALARY,473729
ACC078871,CUST072894,SAVINGS,33728
ACC078872,CUST023560,CURRENT,137553
ACC078873,CUST062355,SAVINGS,495285
ACC078874,CUST001201,CURRENT,434469
ACC078875,CUST067753,CURRENT,301052
ACC078876,CUST077548,SALARY,367519
ACC078877,CUST063493,SAVINGS,89592
ACC078878,CUST014445,CURRENT,82287
ACC078879,CUST055685,CURRENT,72101
ACC078880,CUST069768,SAVINGS,226978
ACC078881,CUST025479,CURRENT,352811
ACC078882,CUST044541,CURRENT,386653
ACC078883,CUST020270,SALARY,430734
ACC078884,CUST019135,CURRENT,116715
ACC078885,CUST052462,CURRENT,462642
ACC078886,CUST039887,SALARY,178768
ACC078887,CUST037554,CURRENT,314537
ACC078888,CUST056547,CURRENT,18537
ACC078889,CUST073300,SAVINGS,462283
ACC078890,CUST059442,CURRENT,362840
ACC078891,CUST057184,SAVINGS,194549
ACC078892,CUST027639,SALARY,373472
ACC078893,CUST014355,CURRENT,381475
ACC078894,CUST040622,SAVINGS,321921
ACC078895,CUST075695,SALARY,125204
ACC078896,CUST099561,SAVINGS,38801
ACC078897,CUST086423,SALARY,2564
ACC078898,CUST045109,CURRENT,54421
ACC078899,CUST019779,SALARY,74340
ACC078900,CUST097603,SAVINGS,205138
ACC078901,CUST033654,CURRENT,305352
ACC078902,CUST087463,SALARY,13837
ACC078903,CUST013814,SALARY,20878
ACC078904,CUST099108,CURRENT,59239
ACC078905,CUST075006,SALARY,149235
ACC078906,CUST055880,CURRENT,133164
ACC078907,CUST017598,CURRENT,466226
ACC078908,CUST074880,CURRENT,284434
ACC078909,CUST019137,CURRENT,382140
ACC078910,CUST056920,CURRENT,100145
ACC078911,CUST008686,SAVINGS,246752
ACC078912,CUST023122,SAVINGS,121895
ACC078913,CUST043044,SALARY,100845
ACC078914,CUST047264,CURRENT,411940
ACC078915,CUST054363,SAVINGS,252776
ACC078916,CUST085294,CURRENT,103718
ACC078917,CUST063531,CURRENT,164136
ACC078918,CUST036201,SAVINGS,460525
ACC078919,CUST027714,SALARY,387496
ACC078920,CUST034701,CURRENT,414736
ACC078921,CUST042049,SAVINGS,385152
ACC078922,CUST044792,CURRENT,145673
ACC078923,CUST024809,CURRENT,151545
ACC078924,CUST018757,SAVINGS,443302
ACC078925,CUST024746,CURRENT,188316
ACC078926,CUST050380,CURRENT,4296
ACC078927,CUST095263,SAVINGS,322201
ACC078928,CUST033760,SAVINGS,231876
ACC078929,CUST061823,SALARY,428002
ACC078930,CUST093257,SALARY,278176
ACC078931,CUST061327,CURRENT,435976
ACC078932,CUST089146,SAVINGS,114745
ACC078933,CUST049426,CURRENT,297821
ACC078934,CUST038010,SAVINGS,330257
ACC078935,CUST002192,CURRENT,124209
ACC078936,CUST098084,SAVINGS,323122
ACC078937,CUST058686,SAVINGS,227518
ACC078938,CUST067454,CURRENT,347123
ACC078939,CUST079337,SALARY,76602
ACC078940,CUST077424,SAVINGS,347124
ACC078941,CUST064733,CURRENT,310393
ACC078942,CUST093638,SAVINGS,279245
ACC078943,CUST089739,SALARY,186992
ACC078944,CUST018136,SAVINGS,218863
ACC078945,CUST000887,SALARY,493253
ACC078946,CUST015105,CURRENT,326811
ACC078947,CUST088272,SALARY,222656
ACC078948,CUST019447,SAVINGS,370752
ACC078949,CUST035292,SALARY,239723
ACC078950,CUST001180,CURRENT,418003
ACC078951,CUST001138,SALARY,330699
ACC078952,CUST010545,SAVINGS,86804
ACC078953,CUST014273,CURRENT,40002
ACC078954,CUST083699,SAVINGS,478466
ACC078955,CUST029983,SALARY,41968
ACC078956,CUST077019,SAVINGS,109630
ACC078957,CUST093777,SAVINGS,284717
ACC078958,CUST076378,CURRENT,174269
ACC078959,CUST067916,SAVINGS,492504
ACC078960,CUST013206,SAVINGS,275536
ACC078961,CUST080214,SALARY,208655
ACC078962,CUST095525,SALARY,199492
ACC078963,CUST001908,SAVINGS,98628
ACC078964,CUST052338,SALARY,343209
ACC078965,CUST083583,SALARY,42347
ACC078966,CUST089585,SAVINGS,83142
ACC078967,CUST042617,SAVINGS,298677
